time,energy
2012-01-02 00:15:00,11.6086235489221
2012-01-02 00:30:00,24.8756218905473
2012-01-02 00:45:00,37.3134328358209
2012-01-02 01:00:00,48.0928689883914
2012-01-02 01:15:00,60.7379767827529
2012-01-02 01:30:00,73.1757877280265
2012-01-02 01:45:00,84.5771144278607
2012-01-02 02:00:00,94.7346600331675
2012-01-02 02:15:00,105.099502487562
2012-01-02 02:30:00,114.635157545605
2012-01-02 02:45:00,126.658374792703
2012-01-02 03:00:00,137.437810945274
2012-01-02 03:15:00,145.729684908789
2012-01-02 03:30:00,155.058043117745
2012-01-02 03:45:00,163.142620232172
2012-01-02 04:00:00,173.507462686567
2012-01-02 04:15:00,182.835820895522
2012-01-02 04:30:00,193.615257048093
2012-01-02 04:45:00,204.809286898839
2012-01-02 05:00:00,213.723051409619
2012-01-02 05:15:00,225.124378109453
2012-01-02 05:30:00,236.318407960199
2012-01-02 05:45:00,246.890547263682
2012-01-02 06:00:00,257.462686567164
2012-01-02 06:15:00,268.034825870647
2012-01-02 06:30:00,278.192371475953
2012-01-02 06:45:00,290.422885572139
2012-01-02 07:00:00,300.580431177446
2012-01-02 07:15:00,310.116086235489
2012-01-02 07:30:00,320.066334991708
2012-01-02 07:45:00,330.016583747927
2012-01-02 08:00:00,343.076285240464
2012-01-02 08:15:00,365.464344941957
2012-01-02 08:30:00,391.791044776119
2012-01-02 08:45:00,419.361525704809
2012-01-02 09:00:00,444.237147595357
2012-01-02 09:15:00,468.698175787728
2012-01-02 09:30:00,493.781094527363
2012-01-02 09:45:00,523.63184079602
2012-01-02 10:00:00,549.958540630183
2012-01-02 10:15:00,575.248756218906
2012-01-02 10:30:00,598.051409618574
2012-01-02 10:45:00,621.683250414594
2012-01-02 11:00:00,651.948590381426
2012-01-02 11:15:00,681.177446102819
2012-01-02 11:30:00,708.747927031509
2012-01-02 11:45:00,734.660033167496
2012-01-02 12:00:00,758.291873963516
2012-01-02 12:15:00,782.960199004975
2012-01-02 12:30:00,808.872305140962
2012-01-02 12:45:00,832.918739635158
2012-01-02 13:00:00,851.990049751244
2012-01-02 13:15:00,872.305140961858
2012-01-02 13:30:00,893.034825870647
2012-01-02 13:45:00,917.495854063018
2012-01-02 14:00:00,940.298507462687
2012-01-02 14:15:00,963.930348258707
2012-01-02 14:30:00,990.878938640133
2012-01-02 14:45:00,1018.65671641791
2012-01-02 15:00:00,1048.71475953566
2012-01-02 15:15:00,1074.62686567164
2012-01-02 15:30:00,1100.9535655058
2012-01-02 15:45:00,1128.52404643449
2012-01-02 16:00:00,1156.30182421227
2012-01-02 16:15:00,1182.42122719735
2012-01-02 16:30:00,1208.9552238806
2012-01-02 16:45:00,1234.03814262023
2012-01-02 17:00:00,1257.66998341625
2012-01-02 17:15:00,1283.99668325041
2012-01-02 17:30:00,1309.9087893864
2012-01-02 17:45:00,1335.82089552239
2012-01-02 18:00:00,1360.48922056385
2012-01-02 18:15:00,1383.4991708126
2012-01-02 18:30:00,1406.92371475954
2012-01-02 18:45:00,1429.31177446103
2012-01-02 19:00:00,1447.34660033168
2012-01-02 19:15:00,1463.10116086236
2012-01-02 19:30:00,1478.64842454395
2012-01-02 19:45:00,1492.95190713101
2012-01-02 20:00:00,1505.59701492537
2012-01-02 20:15:00,1518.44941956882
2012-01-02 20:30:00,1532.33830845771
2012-01-02 20:45:00,1546.43449419569
2012-01-02 21:00:00,1558.2504145937
2012-01-02 21:15:00,1572.34660033168
2012-01-02 21:30:00,1587.271973466
2012-01-02 21:45:00,1600.53897180763
2012-01-02 22:00:00,1611.52570480929
2012-01-02 22:15:00,1623.54892205639
2012-01-02 22:30:00,1634.74295190713
2012-01-02 22:45:00,1647.18076285241
2012-01-02 23:00:00,1658.37479270315
2012-01-02 23:15:00,1668.32504145937
2012-01-02 23:30:00,1679.72636815921
2012-01-02 23:45:00,1692.78606965174
2012-01-03 00:00:00,nan
2012-01-03 00:15:00,nan
2012-01-03 00:30:00,1728.23383084577
2012-01-03 00:45:00,1741.08623548922
2012-01-03 01:00:00,1752.69485903814
2012-01-03 01:15:00,1765.75456053068
2012-01-03 01:30:00,1779.43615257048
2012-01-03 01:45:00,1792.08126036484
2012-01-03 02:00:00,1801.82421227197
2012-01-03 02:15:00,1814.05472636816
2012-01-03 02:30:00,1825.24875621891
2012-01-03 02:45:00,1837.271973466
2012-01-03 03:00:00,1848.05140961857
2012-01-03 03:15:00,1856.75787728027
2012-01-03 03:30:00,1867.33001658375
2012-01-03 03:45:00,1877.90215588723
2012-01-03 04:00:00,1887.0232172471
2012-01-03 04:15:00,1896.97346600332
2012-01-03 04:30:00,1908.37479270315
2012-01-03 04:45:00,1919.98341625207
2012-01-03 05:00:00,1929.72636815921
2012-01-03 05:15:00,1941.7495854063
2012-01-03 05:30:00,1953.98009950249
2012-01-03 05:45:00,1966.00331674959
2012-01-03 06:00:00,1977.40464344942
2012-01-03 06:15:00,1988.59867330017
2012-01-03 06:30:00,2001.6583747927
2012-01-03 06:45:00,2015.75456053068
2012-01-03 07:00:00,2029.85074626866
2012-01-03 07:15:00,2045.60530679934
