time,energy
2012-01-02 00:15:00,511.608623548922
2012-01-02 00:30:00,524.875621890547
2012-01-02 00:45:00,537.313432835821
2012-01-02 01:00:00,548.092868988391
2012-01-02 01:15:00,560.737976782753
2012-01-02 01:30:00,573.175787728027
2012-01-02 01:45:00,584.577114427861
2012-01-02 02:00:00,594.734660033168
2012-01-02 02:15:00,605.099502487562
2012-01-02 02:30:00,614.635157545605
2012-01-02 02:45:00,626.658374792703
2012-01-02 03:00:00,637.437810945274
2012-01-02 03:15:00,645.729684908789
2012-01-02 03:30:00,655.058043117745
2012-01-02 03:45:00,663.142620232172
2012-01-02 04:00:00,673.507462686567
2012-01-02 04:15:00,682.835820895522
2012-01-02 04:30:00,693.615257048093
2012-01-02 04:45:00,704.809286898839
2012-01-02 05:00:00,713.723051409619
2012-01-02 05:15:00,725.124378109453
2012-01-02 05:30:00,736.318407960199
2012-01-02 05:45:00,746.890547263682
2012-01-02 06:00:00,757.462686567164
2012-01-02 06:15:00,768.034825870647
2012-01-02 06:30:00,778.192371475953
2012-01-02 06:45:00,790.422885572139
2012-01-02 07:00:00,800.580431177446
2012-01-02 07:15:00,810.116086235489
2012-01-02 07:30:00,820.066334991708
2012-01-02 07:45:00,830.016583747927
2012-01-02 08:00:00,843.076285240464
2012-01-02 08:15:00,865.464344941957
2012-01-02 08:30:00,891.791044776119
2012-01-02 08:45:00,919.361525704809
2012-01-02 09:00:00,944.237147595357
2012-01-02 09:15:00,968.698175787728
2012-01-02 09:30:00,993.781094527363
2012-01-02 09:45:00,1023.63184079602
2012-01-02 10:00:00,1049.95854063018
2012-01-02 10:15:00,1075.24875621891
2012-01-02 10:30:00,1098.05140961857
2012-01-02 10:45:00,1121.68325041459
2012-01-02 11:00:00,1151.94859038143
2012-01-02 11:15:00,1181.17744610282
2012-01-02 11:30:00,1208.74792703151
2012-01-02 11:45:00,1234.6600331675
2012-01-02 12:00:00,1258.29187396352
2012-01-02 12:15:00,1282.96019900498
2012-01-02 12:30:00,1308.87230514096
2012-01-02 12:45:00,1332.91873963516
2012-01-02 13:00:00,1351.99004975124
2012-01-02 13:15:00,1372.30514096186
2012-01-02 13:30:00,1393.03482587065
2012-01-02 13:45:00,1417.49585406302
2012-01-02 14:00:00,1440.29850746269
2012-01-02 14:15:00,1463.93034825871
2012-01-02 14:30:00,1490.87893864013
2012-01-02 14:45:00,1518.65671641791
2012-01-02 15:00:00,1548.71475953566
2012-01-02 15:15:00,1574.62686567164
2012-01-02 15:30:00,1600.9535655058
2012-01-02 15:45:00,1628.52404643449
2012-01-02 16:00:00,1656.30182421227
2012-01-02 16:15:00,1682.42122719735
2012-01-02 16:30:00,1708.9552238806
2012-01-02 16:45:00,1734.03814262023
2012-01-02 17:00:00,1757.66998341625
2012-01-02 17:15:00,1783.99668325041
2012-01-02 17:30:00,1809.9087893864
2012-01-02 17:45:00,1835.82089552239
2012-01-02 18:00:00,1860.48922056385
2012-01-02 18:15:00,1883.4991708126
2012-01-02 18:30:00,1906.92371475954
2012-01-02 18:45:00,1929.31177446103
2012-01-02 19:00:00,1947.34660033168
2012-01-02 19:15:00,1963.10116086236
2012-01-02 19:30:00,1978.64842454395
2012-01-02 19:45:00,1992.95190713101
2012-01-02 20:00:00,2005.59701492537
2012-01-02 20:15:00,2018.44941956882
2012-01-02 20:30:00,2032.33830845771
2012-01-02 20:45:00,2046.43449419569
2012-01-02 21:00:00,2058.2504145937
2012-01-02 21:15:00,2072.34660033168
2012-01-02 21:30:00,2087.271973466
2012-01-02 21:45:00,2100.53897180763
2012-01-02 22:00:00,2111.52570480929
2012-01-02 22:15:00,2123.54892205639
2012-01-02 22:30:00,2134.74295190713
2012-01-02 22:45:00,2147.18076285241
2012-01-02 23:00:00,2158.37479270315
2012-01-02 23:15:00,2168.32504145937
2012-01-02 23:30:00,2179.72636815921
2012-01-02 23:45:00,2192.78606965174
2012-01-03 00:00:00,2203.35820895522
2012-01-03 00:15:00,2214.55223880597
2012-01-03 00:30:00,2228.23383084577
